"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"11786","Makkovik","Inuit","55.09036","-59.176172","561","2012","133.840277777778","364.697918327587"
"11787","Inukjuak","Inuit","58.455121","-78.105103","1597","2012","129.222619047619","361.878633349983"
"11788","Ivujivik","Inuit","62.416667","-77.916667","370","2012","121.722619047619","362.657618055798"
"11789","Aklavik","Inuit","68.220102","-134.998551","633","2012","114.6875","357.5851778067"
"11790","Paulatuk","Inuit","69.348467","-124.07021","313","2012","114.6875","359.111529473339"
"11791","Sachs Harbour","Inuit","71.985123","-125.246483","112","2012","114.6875","357.020091165411"
"11792","Iqaluit","Inuit","63.746693","-68.516967","6699","2012","127.246428571429","377.898636407574"
"11793","Arctic Bay","Inuit","73.037575","-85.148031","823","2012","114.6875","361.634368853314"
"11794","Baker Lake","Inuit","64.317604","-96.022001","1872","2012","114.6875","363.826783400415"
"11795","Cambridge Bay","Inuit","69.108056","-105.138333","1608","2012","114.6875","356.000029978609"
"11796","Cape Dorset","Inuit","64.233304","-76.540568","1363","2012","121.722619047619","359.769500034042"
"11797","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","2012","121.722619047619","364.651856827284"
"11798","Clyde River","Inuit","70.483874","-68.519828","934","2012","133.840277777778","356.559987412533"
"11799","Coral Harbour","Inuit","64.133739","-83.166893","834","2012","121.722619047619","362.102773394174"
"11800","Grise Fiord","Inuit","76.395732","-82.79391","130","2012","114.6875","360.26031099666"
"11801","Hall Beach","Inuit","68.772735","-81.235208","546","2012","121.722619047619","371.07468269725"
"11802","Igloolik","Inuit","69.366849","-81.824419","1454","2012","121.722619047619","357.299817833965"
"11803","Kimmirut","Inuit","62.847419","-69.869203","455","2012","127.246428571429","358.404460364464"
"11804","Kugluktuk","Inuit","67.815001","-115.136162","1450","2012","114.6875","355.117343624155"
"11805","Pangnirtung","Inuit","66.139533","-65.717481","1425","2012","133.840277777778","359.347098139176"
"11806","Pond Inlet","Inuit","72.700114","-77.958181","1549","2012","114.6875","360.798487619"
"11807","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","2012","133.840277777778","363.79762130592"
"11808","Rankin Inlet","Inuit","62.808913","-92.087741","2266","2012","121.722619047619","357.329046371766"
"11809","Repulse Bay","Inuit","66.546565","-86.188196","945","2012","121.722619047619","361.898455715606"
"11810","Sanikiluaq","Inuit","56.540775","-79.222418","812","2012","129.222619047619","364.601901739897"
"11811","Whale Cove","Inuit","62.242523","-92.601676","407","2012","121.722619047619","353.998508427017"
"11812","Bathurst Inlet","Inuit","66.838889","-108.048611","0","2012","114.6875","355.086987559486"
"11813","Umingmaktuuq","Inuit","67.689851","-107.954525","5","2012","114.6875","365.182637347568"
"11814","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","2012","137.245238095238","365.364024088747"
"11815","Kangirsuk","Inuit","60.023415","-70.026235","549","2012","127.246428571429","286.978785444066"
"11816","Kuujjuaq","Inuit","58.102996","-68.418839","2375","2012","127.246428571429","292.517411873714"
"11817","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","2012","129.222619047619","397.400599006726"
"11818","Puvirnituq","Inuit","60.037118","-77.26923","1692","2012","129.222619047619","278.882121611028"
"11819","Quaqtaq","Inuit","61.041724","-69.639923","376","2012","127.246428571429","343.921934961427"
"11820","Salluit","Inuit","62.201285","-75.646856","1347","2012","137.245238095238","307.972759795496"
"11821","Tasiujaq","Inuit","58.697407","-69.937393","303","2012","127.246428571429","383.516595296302"
"11822","Umiujaq","Inuit","56.551953","-76.515001","444","2012","129.222619047619","316.516941898212"
"11823","Akulivik","Inuit","60.817681","-78.144241","615","2012","121.722619047619","359.95614454454"
"11824","Ulukhaktok","Inuit","70.733333","-117.75","402","2012","114.6875","337.65236143125"
"11825","Resolute Bay","Inuit","74.697299","-94.829729","214","2012","114.6875","289.835361618671"
"11826","Arviat","Inuit","61.095587","-94.07189","2318","2012","121.722619047619","310.254355808343"
"11827","Aupaluk","Inuit","59.30574","-69.597489","195","2012","127.246428571429","279.153678456776"
"11828","Gjoa Haven","Inuit","68.635556","-95.849722","1279","2012","114.6875","282.746397102268"
"11829","Kangiqsualujjuaq","Inuit","58.711389","-65.992778","874","2012","127.246428571429","347.516450915507"
"11830","Kugaaruk","Inuit","68.534722","-89.825","771","2012","114.6875","372.795122710421"
"11831","Taloyoak","Inuit","69.537378","-93.524968","899","2012","114.6875","289.253616318659"
"11832","Tuktoyaktuk","Inuit","69.445358","-133.034181","854","2012","114.6875","297.715583646142"
"11833","Killiniq","Inuit","60.420298106","-64.831129","0","2012","127.246428571429","283.763725519587"
"11834","Inuvik","Inuit","68.354382","-133.690613","3463","2012","114.6875","371.54192199169"
"11835","Fort William","First Nations","48.353968","-89.262714","193","2012","121.722619047619","280.849120334681"
"11836","Buffalo Point First Nation","First Nations","49.012444","-95.239622","52","2012","121.722619047619","340.656734921379"
"11837","Ojibway Nation of Saugeen","First Nations","50.434770016","-90.691783627","207","2012","121.722619047619","435.709311467693"
"11838","Lac La Croix","First Nations","48.38805556","-92.07805556","377","2012","121.722619047619","313.03062029198"
"11839","Madawaska Maliseet First Nation","First Nations","47.362299405","-68.296508276","314","2012","131.056944444444","392.431027500175"
"11840","Naotkamegwanning","First Nations","49.403889","-93.893056","51","2012","121.722619047619","339.362748388159"
"11841","Wabauskang First Nation","First Nations","50.416111","-93.185","292","2012","121.722619047619","286.164028501823"
"11842","Obashkaandagaang","First Nations","49.691111111","-94.613888889","300","2012","121.722619047619","310.519173544533"
"11843","Anishnaabeg of Naongashiing","First Nations","49.121944444","-94.308055556","357","2012","121.722619047619","352.708138084264"
"11844","Anishinabe of Wauzhushk Onigum","First Nations","49.741210937","-94.426944444","489","2012","121.722619047619","284.161650596364"
"11845","Gull Bay","First Nations","49.800908","-89.105937","64","2012","121.722619047619","381.769643373485"
"11846","Tobique","First Nations","46.784080938","-67.695149614","199","2012","131.056944444444","287.483068047006"
"11847","Couchiching First Nation","First Nations","48.682921942","-93.413057239","217","2012","121.722619047619","302.94198958885"
"11848","Northwest Angle No.33","First Nations","49.376111111","-95.021111111","405","2012","121.722619047619","288.328134176525"
"11849","Northwest Angle No.37","First Nations","49.375","-93.988888889","346","2012","121.722619047619","281.582500797366"
"11850","Mitaanjigamiing First Nation","First Nations","48.713055556","-93.361111111","98","2012","121.722619047619","294.449104322806"
"11851","Woodstock","First Nations","46.109192","-67.57747","554","2012","131.056944444444","303.651147915001"
"11852","Eagle Lake","First Nations","49.745","-93.055","428","2012","121.722619047619","281.946734183593"
"11853","Rainy River First Nations","First Nations","48.655","-93.906944444","561","2012","121.722619047619","312.582245206219"
"11854","Lac Des Mille Lacs","First Nations","48.965046882","-90.647195987","429","2012","121.722619047619","385.641807238669"
"11855","Wabaseemoong Independent Nations","First Nations","50.133333","-94.95","159","2012","121.722619047619","384.01854283371"
"11856","Big Grassy","First Nations","49.053956465","-94.305554548","497","2012","121.722619047619","284.776496172882"
"11857","Iskatewizaagegan #39 Independent First Nation","First Nations","49.653055556","-95.098055556","438","2012","121.722619047619","364.413121279736"
"11858","Ojibways of Onigaming First Nation","First Nations","49.176944444","-93.921111111","503","2012","121.722619047619","355.215243704922"
"11859","Grassy Narrows First Nation","First Nations","50.183055556","-94.036944444","99","2012","121.722619047619","284.507569388806"
"11860","Wabigoon Lake Ojibway Nation","First Nations","49.605","-92.523056","462","2012","121.722619047619","306.892582298543"
"11861","Ochiichagwe'babigo'ining First Nation","First Nations","49.893748992","-94.538129049","369","2012","121.722619047619","286.351802653438"
"11862","Naicatchewenin","First Nations","48.858888889","-93.578888889","376","2012","121.722619047619","332.271219651248"
"11863","Nigigoonsiminikaaning First Nation","First Nations","48.73846477","-92.925954105","319","2012","121.722619047619","288.10443478031"
"11864","Kingsclear","First Nations","45.950442","-66.851933","558","2012","131.056944444444","284.712817851325"
"11865","Shoal Lake No.40","First Nations","49.605561944","-95.132423611","433","2012","121.722619047619","291.517539837186"
"11866","Seine River First Nation","First Nations","48.718888889","-92.428055556","491","2012","121.722619047619","344.927352164424"
"11867","Lac Seul","First Nations","50.245","-92.328055556","304","2012","121.722619047619","308.565565715776"
"11868","Skuppah","First Nations","50.187988281","-121.578063965","39","2012","139.6","281.852887899583"
"11869","Toosey","First Nations","51.920410156","-122.483764648","298","2012","139.6","390.683767448714"
"11870","Première nation de Whapmagoostui","First Nations","55.16003418","-77.269897461","540","2012","129.222619047619","334.260872685669"
"11871","Katzie","First Nations","49.201504","-122.677245","417","2012","139.6","281.413820249912"
"11872","Membertou","First Nations","46.116621","-60.195615","82","2012","127.246428571429","437.090623663932"
"11873","Yekooche First Nation","First Nations","54.600402832","-125.066101074","202","2012","139.6","315.844566562425"
"11874","York Factory First Nation","First Nations","56.089782715","-96.108276367","55","2012","121.722619047619","327.595179933091"
"11875","Nisga'a Village of Laxgalt'sap","First Nations","55.037841797","-129.555786133","133","2012","139.6","292.031562194108"
"11876","Acadia","First Nations","43.832917","-66.084223","94","2012","131.056944444444","381.899927577679"
"11877","Waycobah First Nation","First Nations","45.967398945","-61.135483371","555","2012","127.246428571429","292.605654971352"
"11878","Tlowitsis Tribe","First Nations","50.531982422","-125.982666016","350","2012","139.6","289.814393714744"
"11879","Haisla Nation","First Nations","53.973205566","-128.648071289","141","2012","139.6","370.190063517223"
"11880","Tsawwassen First Nation","First Nations","49.041920768","-123.100158446","311","2012","139.6","358.855750664072"
"11881","Chawathil","First Nations","49.378888889","-121.555","426","2012","139.6","288.152101029089"
"11882","Micmacs of Gesgapegiag","First Nations","48.202614179","-65.922951854","89","2012","127.246428571429","312.634680599373"
"11883","Taykwa Tagamou Nation","First Nations","49.006944444","-80.838055556","393","2012","129.222619047619","293.321731889786"
"11884","Westbank First Nation","First Nations","49.836111111","-119.608055556","516","2012","139.6","312.079721484346"
"11885","Nazko First Nation","First Nations","52.954223633","-123.583618164","335","2012","139.6","282.152573160763"
"11886","Beecher Bay","First Nations","48.337688","-123.606697","224","2012","139.6","280.371157010326"
"11887","Première Nation Malecite de Viger","First Nations","47.917994282","-69.50759115","29","2012","131.056944444444","282.840815542944"
"11888","Cowichan","First Nations","48.776794434","-123.708312988","391","2012","139.6","281.47275700559"
"11889","Eskasoni","First Nations","45.930251534","-60.6452928","364","2012","127.246428571429","279.885671783109"
"11890","Tetlit Gwich'in","First Nations","67.431213379","-134.875488281","84","2012","114.6875","369.789742793353"
"11891","Metlakatla","First Nations","54.33782959","-130.445373535","529","2012","139.6","285.056928037802"
"11892","Fort Severn","First Nations","55.994566263","-87.61970716","453","2012","121.722619047619","288.251228860993"
"11893","Buctouche","First Nations","46.4525","-64.758611111","39","2012","127.246428571429","280.513382419743"
"11894","Sliammon","First Nations","49.897946","-124.607755","10","2012","139.6","291.38171813755"
"11895","Kitselas","First Nations","54.491638184","-128.584106445","437","2012","139.6","375.426428432899"
"11896","Les Innus de Ekuanitshit","First Nations","50.29083252","-64.02130127","429","2012","127.246428571429","337.139739438422"
"11897","Hupacasath First Nation","First Nations","49.265197754","-124.825500488","293","2012","139.6","356.317682259891"
"11898","Kitchenuhmaykoosib Inninuwug","First Nations","53.824274134","-89.875387627","108","2012","121.722619047619","287.408225854763"
"11899","Cayoose Creek","First Nations","50.671944444","-121.935","171","2012","139.6","287.514563792114"
"11900","Kitasoo","First Nations","52.583055556","-128.533055556","404","2012","139.6","339.161422237931"
"11901","Ashcroft","First Nations","50.717834473","-121.311584473","256","2012","139.6","356.358807355386"
"11902","Tzeachten","First Nations","49.111327","-121.956911","394","2012","139.6","375.596447542473"
"11903","Quatsino","First Nations","50.61340332","-127.573669434","405","2012","139.6","285.753110557568"
"11904","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","2012","139.6","307.201410026572"
"11905","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","2012","139.6","394.65816433865"
"11906","Moricetown","First Nations","55.01159668","-127.322509766","172","2012","139.6","382.223394931898"
"11907","Fox Lake","First Nations","56.329870819","-94.663388508","37","2012","121.722619047619","285.337041014958"
"11908","Webequie","First Nations","52.985229492","-87.282409668","530","2012","121.722619047619","295.868913803009"
"11909","Popkum","First Nations","49.208055556","-121.718055556","2","2012","139.6","285.83958353417"
"11910","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","2012","129.222619047619","379.161614183164"
"11911","Bear River","First Nations","44.549444444","-65.623611111","297","2012","131.056944444444","355.463979739084"
"11912","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","2012","139.6","286.946457310275"
"11913","Nak'azdli","First Nations","54.431396484","-124.247497559","156","2012","139.6","306.62743431091"
"11914","T'it'q'et","First Nations","50.68538061","-121.949795556","360","2012","139.6","294.111811015685"
"11915","Shubenacadie","First Nations","45.095224","-63.489859","232","2012","132.680555555556","310.555664502792"
"11916","Hesquiaht","First Nations","49.367004395","-126.271972656","470","2012","139.6","278.128792588545"
"11917","Mount Currie","First Nations","50.328055556","-122.676111111","192","2012","139.6","282.858781954481"
"11918","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","2012","139.6","315.259163972573"
"11919","Odanak","First Nations","46.073242187","-72.821899414","211","2012","137.245238095238","292.581821336517"
"11920","Miawpukek","First Nations","47.863441","-55.755889","281","2012","133.840277777778","282.380555936079"
"11921","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","2012","139.6","285.268999922011"
"11922","Kashechewan","First Nations","52.291388889","-81.652222222","1","2012","129.222619047619","285.887390078157"
"11923","Annapolis Valley","First Nations","45.065777","-64.654284","260","2012","132.680555555556","342.659065790331"
"11924","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","2012","139.6","281.698143837611"
"11925","Aklavik","First Nations","68.218200684","-135.006469727","361","2012","114.6875","370.305836990416"
"11926","Skidegate","First Nations","53.261413574","-131.997070313","110","2012","139.6","284.127106522085"
"11927","Iskut","First Nations","57.840026855","-129.985290527","493","2012","139.6","291.985966182305"
"11928","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","2012","139.6","282.503507114719"
"11929","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","2012","129.222619047619","284.391839962247"
"11930","Williams Lake","First Nations","52.106201172","-121.993896484","492","2012","139.6","278.337268045714"
"11931","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","2012","139.6","282.392763972257"
"11932","Waswanipi","First Nations","49.693649133","-75.967010579","186","2012","129.222619047619","286.673183389211"
"11933","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","2012","131.056944444444","313.981775753222"
"11934","Shackan","First Nations","50.289428711","-121.180480957","72","2012","139.6","298.647000213396"
"11935","Gitanyow","First Nations","55.258787565","-128.05881555","519","2012","139.6","285.193202145035"
"11936","Okanagan","First Nations","50.448055556","-119.353055556","166","2012","139.6","293.619264081549"
"11937","Hagwilget Village","First Nations","55.255","-127.603055556","502","2012","139.6","299.099754644438"
"11938","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","2012","139.6","291.874008474369"
"11939","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","2012","139.6","311.473225324173"
"11940","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","2012","139.6","299.689218178064"
"11941","Sumas First Nation","First Nations","49.054351","-122.195349","294","2012","139.6","317.610929740081"
"11942","Musqueam","First Nations","49.225165","-123.19828","73","2012","139.6","382.678600554506"
"11943","Wahgoshig","First Nations","48.611944444","-79.983888889","295","2012","129.222619047619","292.81822846133"
"11944","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","2012","139.6","338.508458895598"
"11945","Kwiakah","First Nations","50.423888889","-125.158888889","189","2012","139.6","338.737722291541"
"11946","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","2012","139.6","346.387390189605"
"11947","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","2012","139.6","301.716945593077"
"11948","God's Lake First Nation","First Nations","54.553608","-94.494085","247","2012","121.722619047619","338.620183537384"
"11949","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","2012","127.246428571429","304.822112957511"
"11950","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","2012","127.246428571429","287.190222523321"
"11951","Nooaitch","First Nations","50.18939209","-121.058410645","194","2012","139.6","291.429186288815"
"11952","Nicomen","First Nations","50.265014648","-121.398986816","70","2012","139.6","385.722100367577"
"11953","Indian Island","First Nations","46.689166667","-64.791111111","145","2012","127.246428571429","311.294116913426"
"11954","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","2012","137.245238095238","392.263719667148"
"11955","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","2012","121.722619047619","367.613613414208"
"11956","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","2012","139.6","281.413092461724"
"11957","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","2012","139.6","281.02191678525"
"11958","Weenusk","First Nations","54.987691","-85.44424","425","2012","121.722619047619","297.338501273911"
"11959","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","2012","127.246428571429","282.433785334355"
"11960","Yale First Nation","First Nations","49.562305403","-121.422702513","111","2012","139.6","353.419144737661"
"11961","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","2012","139.6","332.53672975439"
"11962","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","2012","139.6","281.95143282554"
"11963","Flying Post","First Nations","48.531111111","-82.016944444","190","2012","130.058333333333","288.67942576481"
"11964","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","2012","127.246428571429","314.709914310417"
"11965","Bonaparte","First Nations","50.836242676","-121.376098633","539","2012","139.6","306.313443292609"
"11966","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","2012","139.6","294.158701458313"
"11967","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","2012","139.6","307.224357381725"
"11968","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","2012","139.6","281.642925285206"
"11969","Squamish","First Nations","49.31661099","-123.088666829","355","2012","139.6","382.2435816977"
"11970","Ditidaht","First Nations","48.810424805","-124.671386719","498","2012","139.6","341.540438568272"
"11971","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","2012","139.6","281.798424129457"
"11972","Canim Lake","First Nations","51.778808594","-120.979614258","431","2012","139.6","301.813334478488"
"11973","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","2012","139.6","345.619523623996"
"11974","Siska","First Nations","50.137023926","-121.571899414","288","2012","139.6","334.301189064237"
"11975","Tseshaht","First Nations","49.265808105","-124.84777832","27","2012","139.6","316.873123640821"
"11976","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","2012","137.245238095238","332.62711131538"
"11977","Halalt","First Nations","48.876587363","-123.692826085","185","2012","139.6","291.265485457417"
"11978","Innue Essipit","First Nations","48.333435059","-69.399963379","460","2012","131.056944444444","358.586122573793"
"11979","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","2012","139.6","285.029397480109"
"11980","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","2012","139.6","317.881199044449"
"11981","Samahquam","First Nations","49.991111111","-122.456944444","323","2012","139.6","285.586701596576"
"11982","Peters","First Nations","49.29747","-121.656732","98","2012","139.6","381.07808723459"
"11983","Semiahmoo","First Nations","49.014174","-122.777581","536","2012","139.6","282.511742088089"
"11984","Scowlitz","First Nations","49.245","-121.995","230","2012","139.6","292.813972303451"
"11985","Bridge River","First Nations","50.813888889","-122.083055556","377","2012","139.6","421.91174417405"
"11986","Gitanmaax","First Nations","55.255","-127.671111111","210","2012","139.6","388.982775128285"
"11987","Ulkatcho","First Nations","52.475402832","-125.300598145","8","2012","139.6","306.140052530247"
"11988","N'Quatqua","First Nations","50.528055556","-122.483888889","309","2012","139.6","284.24775227112"
"11989","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","2012","139.6","289.130923662669"
"11990","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","2012","139.6","293.398332011754"
"11991","Penticton","First Nations","49.468055556","-119.673055556","9","2012","139.6","283.573656415558"
"11992","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","2012","139.6","373.110170697652"
"11993","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","2012","139.6","281.230477256733"
"11994","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","2012","139.6","288.470187115393"
"11995","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","2012","121.722619047619","343.349621642909"
"11996","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","2012","139.6","284.017104741182"
"11997","Fort Folly","First Nations","45.892211914","-64.495483398","61","2012","127.246428571429","372.348120394946"
"11998","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","2012","127.246428571429","286.699510999839"
"11999","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","2012","137.245238095238","383.063278166953"
"12000","Heiltsuk","First Nations","52.166944444","-128.146944444","213","2012","139.6","291.141604443424"
"12001","Wagmatcook","First Nations","46.082100621","-60.91523223","513","2012","127.246428571429","291.927260538461"
"12002","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","2012","139.6","281.704822345815"
"12003","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","2012","139.6","281.411539299826"
"12004","Ehattesaht","First Nations","49.873840332","-126.976196289","380","2012","139.6","289.878789014151"
"12005","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","2012","121.722619047619","389.747912729357"
"12006","Gitsegukla","First Nations","55.096944444","-127.828888889","559","2012","139.6","286.400649571511"
"12007","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","2012","129.222619047619","293.152744881423"
"12008","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","2012","129.222619047619","285.058398762722"
"12009","Seabird Island","First Nations","49.273055556","-121.721111421","542","2012","139.6","291.902731608449"
"12010","Lyackson","First Nations","49.04119873","-123.636779785","182","2012","139.6","333.440521301673"
"12011","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","2012","139.6","281.201674349806"
"12012","Tseycum","First Nations","48.66583252","-123.450866699","143","2012","139.6","279.066985624834"
"12013","Oromocto","First Nations","45.851388889","-66.463611111","452","2012","131.056944444444","282.068215442235"
"12014","Glooscap First Nation","First Nations","45.0425","-64.236944","315","2012","132.680555555556","380.226437371826"
"12015","Soowahlie","First Nations","49.082514978","-121.968964671","333","2012","139.6","364.664502343283"
"12016","Skeetchestn","First Nations","50.841186523","-120.948791504","408","2012","139.6","386.639274808756"
"12017","Gitwangak","First Nations","55.096178378","-128.075998026","66","2012","139.6","325.626278678349"
"12018","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","2012","139.6","285.747561433009"
"12019","Soda Creek","First Nations","52.262207031","-122.093383789","360","2012","139.6","365.499590552682"
"12020","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","2012","139.6","308.523253983421"
"12021","Aitchelitz","First Nations","49.150411515","-121.986881612","362","2012","139.6","379.080063064223"
"12022","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","2012","121.722619047619","354.099392338143"
"12023","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","2012","127.246428571429","282.146738281106"
"12024","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","2012","139.6","293.543264918209"
"12025","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","2012","139.6","350.90976049128"
"12026","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","2012","127.246428571429","288.790326010593"
"12027","Pictou Landing","First Nations","45.669444444","-62.652777778","448","2012","127.246428571429","284.933533212928"
"12028","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","2012","139.6","277.874391345848"
"12029","Abegweit","First Nations","46.359802246","-62.910766602","318","2012","127.246428571429","283.165787821747"
"12030","Neskonlith","First Nations","50.783996582","-119.753967285","450","2012","139.6","280.323880543893"
"12031","Eel Ground","First Nations","46.987609863","-65.634216309","562","2012","131.056944444444","356.240705659589"
"12032","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","2012","139.6","292.800491108786"
"12033","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","2012","133.840277777778","289.363746349258"
"12034","Union Bar","First Nations","49.443055556","-121.433055556","43","2012","139.6","303.800875885138"
"12035","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","2012","129.222619047619","435.781921127697"
"12036","Douglas","First Nations","49.755474212","-122.164833005","270","2012","139.6","281.411744079105"
"12037","Alexis Creek","First Nations","52.138427734","-123.959594727","457","2012","139.6","387.964713169233"
"12038","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","2012","114.6875","380.671410650618"
"12039","Constance Lake","First Nations","49.811944444","-84.128888889","115","2012","130.058333333333","285.540144677105"
"12040","Skin Tyee","First Nations","53.998413086","-125.879394531","124","2012","139.6","288.920715321461"
"12041","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","2012","139.6","287.500182350747"
"12042","Ahousaht","First Nations","49.280822754","-126.057800293","183","2012","139.6","285.376909913395"
"12043","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","2012","139.6","289.783972023671"
"12044","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","2012","139.6","285.596590744833"
"12045","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","2012","127.246428571429","376.561240543335"
"12046","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","2012","139.6","282.713449876678"
"12047","Cape Mudge","First Nations","50.018055556","-125.293055556","18","2012","139.6","313.223417050304"
"12048","Pabineau","First Nations","47.532222222","-65.669166667","274","2012","127.246428571429","350.205000463885"
"12049","Sts'ailes","First Nations","49.297790527","-121.910888672","16","2012","139.6","315.089003644123"
"12050","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","2012","131.056944444444","316.269173299579"
"12051","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","2012","139.6","334.326909621041"
"12052","Eastmain","First Nations","52.234169403","-78.518392033","505","2012","129.222619047619","294.148178040731"
"12053","Adams Lake","First Nations","50.819030762","-119.734008789","496","2012","139.6","281.572738555985"
"12054","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","2012","139.6","384.793314851468"
"12055","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","2012","139.6","315.026235038076"
"12056","Pauquachin","First Nations","48.622802734","-123.457885742","344","2012","139.6","282.660411889768"
"12057","Osoyoos","First Nations","49.18515918","-119.532774034","407","2012","139.6","287.397260817464"
"12058","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","2012","129.222619047619","286.832430654034"
"12059","Lytton","First Nations","50.25604248","-121.591064453","168","2012","139.6","282.053796815361"
"12060","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","2012","139.6","290.353962460426"
"12061","Boothroyd","First Nations","49.961791992","-121.483398438","269","2012","139.6","287.092700177304"
"12062","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","2012","139.6","392.917588654242"
"12063","Lennox Island","First Nations","46.600664","-63.855921","542","2012","127.246428571429","289.690153850909"
"12064","Matsqui","First Nations","49.106944444","-122.348055556","242","2012","139.6","339.889205624946"
"12065","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","2012","139.6","342.874347887185"
"12066","Cheam","First Nations","49.18974","-121.784241","403","2012","139.6","285.855382608829"
"12067","Wawakapewin","First Nations","53.445083861","-89.141571647","474","2012","121.722619047619","331.743885867915"
