"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"834","Ashcroft","First Nations","50.717834473","-121.311584473","256","1981","39.1583333333333","222.446179069586"
"835","Tzeachten","First Nations","49.111327","-121.956911","394","1981","39.1583333333333","241.683819256672"
"836","Quatsino","First Nations","50.61340332","-127.573669434","405","1981","39.1583333333333","151.840482271767"
"837","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","1981","39.1583333333333","173.288781740772"
"838","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","1981","39.1583333333333","260.745536052849"
"839","Moricetown","First Nations","55.01159668","-127.322509766","172","1981","39.1583333333333","248.310766646098"
"840","Fox Lake","First Nations","56.329870819","-94.663388508","37","1981","36.3166666666667","151.424412729158"
"841","Webequie","First Nations","52.985229492","-87.282409668","530","1981","36.3166666666667","161.956285517209"
"842","Popkum","First Nations","49.208055556","-121.718055556","2","1981","39.1583333333333","151.926955248369"
"843","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","1981","38.7083333333333","245.248985897363"
"844","Bear River","First Nations","44.549444444","-65.623611111","297","1981","37.4583333333333","221.551351453284"
"845","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","1981","39.1583333333333","153.033829024475"
"846","Nak'azdli","First Nations","54.431396484","-124.247497559","156","1981","39.1583333333333","172.714806025109"
"847","T'it'q'et","First Nations","50.68538061","-121.949795556","360","1981","39.1583333333333","160.199182729884"
"848","Shubenacadie","First Nations","45.095224","-63.489859","232","1981","37.8","176.643036216991"
"849","Hesquiaht","First Nations","49.367004395","-126.271972656","470","1981","39.1583333333333","144.216164302744"
"850","Mount Currie","First Nations","50.328055556","-122.676111111","192","1981","39.1583333333333","148.94615366868"
"851","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","1981","39.1583333333333","181.346535686773"
"852","Odanak","First Nations","46.073242187","-72.821899414","211","1981","40.2","158.669193050716"
"853","Miawpukek","First Nations","47.863441","-55.755889","281","1981","42.8166666666667","148.467927650279"
"854","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","1981","39.1583333333333","151.356371636211"
"855","Kashechewan","First Nations","52.291388889","-81.652222222","1","1981","38.7083333333333","151.974761792357"
"856","Annapolis Valley","First Nations","45.065777","-64.654284","260","1981","37.8","208.74643750453"
"857","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","1981","39.1583333333333","147.78551555181"
"858","Aklavik","First Nations","68.218200684","-135.006469727","361","1981","31.0583333333333","236.393208704615"
"859","Skidegate","First Nations","53.261413574","-131.997070313","110","1981","39.1583333333333","150.214478236284"
"860","Iskut","First Nations","57.840026855","-129.985290527","493","1981","39.1583333333333","158.073337896504"
"861","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","1981","39.1583333333333","148.590878828918"
"862","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","1981","38.7083333333333","150.479211676446"
"863","Williams Lake","First Nations","52.106201172","-121.993896484","492","1981","39.1583333333333","144.424639759913"
"864","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","1981","39.1583333333333","148.480135686457"
"865","Waswanipi","First Nations","49.693649133","-75.967010579","186","1981","38.7083333333333","152.760555103411"
"866","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","1981","37.4583333333333","180.069147467422"
"867","Shackan","First Nations","50.289428711","-121.180480957","72","1981","39.1583333333333","164.734371927596"
"868","Gitanyow","First Nations","55.258787565","-128.05881555","519","1981","39.1583333333333","151.280573859235"
"869","Okanagan","First Nations","50.448055556","-119.353055556","166","1981","39.1583333333333","159.706635795748"
"870","Hagwilget Village","First Nations","55.255","-127.603055556","502","1981","39.1583333333333","165.187126358638"
"871","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","1981","39.1583333333333","157.961380188568"
"872","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","1981","39.1583333333333","177.560597038373"
"873","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","1981","39.1583333333333","165.776589892264"
"874","Sumas First Nation","First Nations","49.054351","-122.195349","294","1981","39.1583333333333","183.698301454281"
"875","Musqueam","First Nations","49.225165","-123.19828","73","1981","39.1583333333333","248.765972268706"
"876","Wahgoshig","First Nations","48.611944444","-79.983888889","295","1981","38.7083333333333","158.905600175529"
"877","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","1981","39.1583333333333","204.595830609798"
"878","Kwiakah","First Nations","50.423888889","-125.158888889","189","1981","39.1583333333333","204.82509400574"
"879","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","1981","39.1583333333333","212.474761903805"
"880","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","1981","39.1583333333333","167.804317307276"
"881","God's Lake First Nation","First Nations","54.553608","-94.494085","247","1981","36.3166666666667","204.707555251584"
"882","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","1981","42.2833333333333","170.909484671711"
"883","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","1981","42.2833333333333","153.27759423752"
"884","Nooaitch","First Nations","50.18939209","-121.058410645","194","1981","39.1583333333333","157.516558003014"
"885","Nicomen","First Nations","50.265014648","-121.398986816","70","1981","39.1583333333333","251.809472081776"
"886","Indian Island","First Nations","46.689166667","-64.791111111","145","1981","42.2833333333333","177.381488627625"
"887","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","1981","40.2","258.351091381348"
"888","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","1981","36.3166666666667","233.700985128407"
"889","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","1981","39.1583333333333","147.500464175923"
"890","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","1981","39.1583333333333","147.109288499449"
"891","Weenusk","First Nations","54.987691","-85.44424","425","1981","36.3166666666667","163.425872988111"
"892","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","1981","42.2833333333333","148.521157048555"
"893","Yale First Nation","First Nations","49.562305403","-121.422702513","111","1981","39.1583333333333","219.506516451861"
"894","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","1981","39.1583333333333","198.62410146859"
"895","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","1981","39.1583333333333","148.038804539739"
"896","Flying Post","First Nations","48.531111111","-82.016944444","190","1981","39.1","154.76679747901"
"897","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","1981","42.2833333333333","180.797286024617"
"898","Bonaparte","First Nations","50.836242676","-121.376098633","539","1981","39.1583333333333","172.400815006809"
"899","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","1981","39.1583333333333","160.246073172513"
"900","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","1981","39.1583333333333","173.311729095924"
"901","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","1981","39.1583333333333","147.730296999406"
"902","Squamish","First Nations","49.31661099","-123.088666829","355","1981","39.1583333333333","248.3309534119"
"903","Ditidaht","First Nations","48.810424805","-124.671386719","498","1981","39.1583333333333","207.627810282471"
"904","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","1981","39.1583333333333","147.885795843656"
"905","Canim Lake","First Nations","51.778808594","-120.979614258","431","1981","39.1583333333333","167.900706192688"
"906","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","1981","39.1583333333333","211.706895338196"
"907","Siska","First Nations","50.137023926","-121.571899414","288","1981","39.1583333333333","200.388560778437"
"908","Tseshaht","First Nations","49.265808105","-124.84777832","27","1981","39.1583333333333","182.960495355021"
"909","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","1981","40.2","198.714483029579"
"910","Halalt","First Nations","48.876587363","-123.692826085","185","1981","39.1583333333333","157.352857171616"
"911","Innue Essipit","First Nations","48.333435059","-69.399963379","460","1981","37.4583333333333","224.673494287992"
"912","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","1981","39.1583333333333","151.116769194308"
"913","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","1981","39.1583333333333","183.968570758648"
"914","Samahquam","First Nations","49.991111111","-122.456944444","323","1981","39.1583333333333","151.674073310776"
"915","Peters","First Nations","49.29747","-121.656732","98","1981","39.1583333333333","247.165458948789"
"916","Semiahmoo","First Nations","49.014174","-122.777581","536","1981","39.1583333333333","148.599113802289"
"917","Scowlitz","First Nations","49.245","-121.995","230","1981","39.1583333333333","158.90134401765"
"918","Bridge River","First Nations","50.813888889","-122.083055556","377","1981","39.1583333333333","287.99911588825"
"919","Gitanmaax","First Nations","55.255","-127.671111111","210","1981","39.1583333333333","255.070146842485"
"920","Ulkatcho","First Nations","52.475402832","-125.300598145","8","1981","39.1583333333333","172.227424244447"
"921","N'Quatqua","First Nations","50.528055556","-122.483888889","309","1981","39.1583333333333","150.33512398532"
"922","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","1981","39.1583333333333","155.218295376868"
"923","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","1981","39.1583333333333","159.485703725954"
"924","Penticton","First Nations","49.468055556","-119.673055556","9","1981","39.1583333333333","149.661028129758"
"925","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","1981","39.1583333333333","239.197542411852"
"926","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","1981","39.1583333333333","147.317848970932"
"927","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","1981","39.1583333333333","154.557558829593"
"928","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","1981","36.3166666666667","209.436993357109"
"929","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","1981","39.1583333333333","150.104476455382"
"930","Fort Folly","First Nations","45.892211914","-64.495483398","61","1981","42.2833333333333","238.435492109146"
"931","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","1981","42.2833333333333","152.786882714039"
"932","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","1981","40.2","249.150649881152"
"933","Heiltsuk","First Nations","52.166944444","-128.146944444","213","1981","39.1583333333333","157.228976157624"
"934","Wagmatcook","First Nations","46.082100621","-60.91523223","513","1981","42.2833333333333","158.014632252661"
"935","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","1981","39.1583333333333","147.792194060015"
"936","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","1981","39.1583333333333","147.498911014025"
"937","Ehattesaht","First Nations","49.873840332","-126.976196289","380","1981","39.1583333333333","155.96616072835"
"938","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","1981","36.3166666666667","255.835284443556"
"939","Gitsegukla","First Nations","55.096944444","-127.828888889","559","1981","39.1583333333333","152.488021285711"
"940","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","1981","38.7083333333333","159.240116595623"
"941","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","1981","38.7083333333333","151.145770476922"
"942","Seabird Island","First Nations","49.273055556","-121.721111421","542","1981","39.1583333333333","157.990103322648"
"943","Lyackson","First Nations","49.04119873","-123.636779785","182","1981","39.1583333333333","199.527893015873"
"944","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","1981","39.1583333333333","147.289046064006"
"945","Tseycum","First Nations","48.66583252","-123.450866699","143","1981","39.1583333333333","145.154357339034"
"946","Oromocto","First Nations","45.851388889","-66.463611111","452","1981","37.4583333333333","148.155587156435"
"947","Glooscap First Nation","First Nations","45.0425","-64.236944","315","1981","37.8","246.313809086026"
"948","Soowahlie","First Nations","49.082514978","-121.968964671","333","1981","39.1583333333333","230.751874057482"
"949","Skeetchestn","First Nations","50.841186523","-120.948791504","408","1981","39.1583333333333","252.726646522956"
"950","Gitwangak","First Nations","55.096178378","-128.075998026","66","1981","39.1583333333333","191.713650392549"
"951","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","1981","39.1583333333333","151.834933147209"
"952","Soda Creek","First Nations","52.262207031","-122.093383789","360","1981","39.1583333333333","231.586962266882"
"953","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","1981","39.1583333333333","174.610625697621"
"954","Aitchelitz","First Nations","49.150411515","-121.986881612","362","1981","39.1583333333333","245.167434778423"
"955","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","1981","36.3166666666667","220.186764052343"
"956","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","1981","42.2833333333333","148.234109995305"
"957","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","1981","39.1583333333333","159.630636632409"
"958","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","1981","39.1583333333333","216.99713220548"
"959","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","1981","42.2833333333333","154.877697724793"
"960","Pictou Landing","First Nations","45.669444444","-62.652777778","448","1981","42.2833333333333","151.020904927127"
"961","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","1981","39.1583333333333","143.961763060048"
"962","Abegweit","First Nations","46.359802246","-62.910766602","318","1981","42.2833333333333","149.253159535946"
"963","Neskonlith","First Nations","50.783996582","-119.753967285","450","1981","39.1583333333333","146.411252258093"
"964","Eel Ground","First Nations","46.987609863","-65.634216309","562","1981","37.4583333333333","222.328077373789"
"965","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","1981","39.1583333333333","158.887862822985"
"966","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","1981","42.8166666666667","155.451118063458"
"967","Union Bar","First Nations","49.443055556","-121.433055556","43","1981","39.1583333333333","169.888247599338"
"968","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","1981","38.7083333333333","301.869292841897"
"969","Douglas","First Nations","49.755474212","-122.164833005","270","1981","39.1583333333333","147.499115793305"
"970","Alexis Creek","First Nations","52.138427734","-123.959594727","457","1981","39.1583333333333","254.052084883432"
"971","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","1981","31.0583333333333","246.758782364817"
"972","Constance Lake","First Nations","49.811944444","-84.128888889","115","1981","39.1","151.627516391304"
"973","Skin Tyee","First Nations","53.998413086","-125.879394531","124","1981","39.1583333333333","155.008087035661"
"974","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","1981","39.1583333333333","153.587554064947"
"975","Ahousaht","First Nations","49.280822754","-126.057800293","183","1981","39.1583333333333","151.464281627595"
"976","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","1981","39.1583333333333","155.871343737871"
"977","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","1981","39.1583333333333","151.683962459032"
"978","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","1981","42.2833333333333","242.648612257535"
"979","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","1981","39.1583333333333","148.800821590878"
"980","Cape Mudge","First Nations","50.018055556","-125.293055556","18","1981","39.1583333333333","179.310788764503"
"981","Pabineau","First Nations","47.532222222","-65.669166667","274","1981","42.2833333333333","216.292372178085"
"982","Sts'ailes","First Nations","49.297790527","-121.910888672","16","1981","39.1583333333333","181.176375358323"
"983","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","1981","37.4583333333333","182.356545013778"
"984","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","1981","39.1583333333333","200.414281335241"
"985","Eastmain","First Nations","52.234169403","-78.518392033","505","1981","38.7083333333333","160.23554975493"
"986","Adams Lake","First Nations","50.819030762","-119.734008789","496","1981","39.1583333333333","147.660110270185"
"987","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","1981","39.1583333333333","250.880686565667"
"988","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","1981","39.1583333333333","181.113606752276"
"989","Pauquachin","First Nations","48.622802734","-123.457885742","344","1981","39.1583333333333","148.747783603967"
"990","Osoyoos","First Nations","49.18515918","-119.532774034","407","1981","39.1583333333333","153.484632531664"
"991","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","1981","38.7083333333333","152.919802368234"
"992","Lytton","First Nations","50.25604248","-121.591064453","168","1981","39.1583333333333","148.141168529561"
"993","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","1981","39.1583333333333","156.441334174626"
"994","Boothroyd","First Nations","49.961791992","-121.483398438","269","1981","39.1583333333333","153.180071891504"
"995","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","1981","39.1583333333333","259.004960368441"
"996","Lennox Island","First Nations","46.600664","-63.855921","542","1981","42.2833333333333","155.777525565109"
"997","Matsqui","First Nations","49.106944444","-122.348055556","242","1981","39.1583333333333","205.976577339146"
"998","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","1981","39.1583333333333","208.961719601384"
"999","Cheam","First Nations","49.18974","-121.784241","403","1981","39.1583333333333","151.942754323029"
"1000","Wawakapewin","First Nations","53.445083861","-89.141571647","474","1981","36.3166666666667","197.831257582115"
"1001","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","1981","37.4583333333333","143.887038985503"
"1002","Martin Falls","First Nations","51.656944444","-85.918055556","481","1981","36.3166666666667","159.258221670172"
"1003","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","1981","42.8166666666667","148.229757831529"
"1004","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","1981","39.1583333333333","179.44587940788"
"1005","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","1981","37.4583333333333","154.090128023548"
"1006","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","1981","39.1583333333333","220.822041732548"
"1007","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","1981","38.7083333333333","150.714852157986"
"1008","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","1981","40.2","158.086555162504"
"1009","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","1981","39.1583333333333","308.082171065836"
"1010","Kwakiutl","First Nations","50.693888889","-127.411944444","500","1981","39.1583333333333","156.531089504015"
"1011","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","1981","40.2","165.999874997446"
"1012","Lower Nicola","First Nations","50.138427734","-120.858764648","40","1981","39.1583333333333","162.895103465113"
"1013","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","1981","39.1583333333333","298.328451207102"
"1014","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","1981","39.1583333333333","158.691642837531"
"1015","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","1981","39.1583333333333","173.654072280751"
"1016","Tsartlip","First Nations","48.585021973","-123.457275391","550","1981","39.1583333333333","260.833755222608"
"1017","Saint Mary's","First Nations","45.97195093","-66.632675405","136","1981","37.4583333333333","151.794905413672"
"1018","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","1981","39.1583333333333","146.440139116044"
"1019","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","1981","39.1583333333333","244.252196788856"
"1020","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","1981","39.1583333333333","224.552936905778"
"1021","Inuvik Native","First Nations","68.410217285","-133.814697266","427","1981","31.0583333333333","237.686493554083"
"1022","Skwah","First Nations","49.176111111","-121.978888889","401","1981","39.1583333333333","233.835303058537"
"1023","Albany","First Nations","52.207757","-81.684454","388","1981","38.7083333333333","230.785290041786"
"1024","Wapekeka","First Nations","53.721191406","-89.538879395","368","1981","36.3166666666667","227.966005064183"
"1025","Coldwater","First Nations","50.03302002","-120.859680176","520","1981","39.1583333333333","228.744989769998"
"1026","Xaxli'p","First Nations","50.736111111","-121.863888889","6","1981","39.1583333333333","223.672549520899"
"1027","Toquaht","First Nations","48.993591309","-125.383789063","90","1981","39.1583333333333","225.198901187539"
"1028","Campbell River","First Nations","50.03268","-125.257981","506","1981","39.1583333333333","223.107462879611"
"1029","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","1981","39.1583333333333","243.986008121774"
"1030","Seton Lake","First Nations","50.732566391","-122.22924754","456","1981","39.1583333333333","227.721740567513"
"1031","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","1981","36.3166666666667","229.914155114615"
"1032","Esquimalt","First Nations","48.445007324","-123.429992676","275","1981","39.1583333333333","222.087401692809"
"1033","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","1981","39.1583333333333","225.856871748242"
"1034","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","1981","40.2","230.739228541484"
"1035","Kispiox","First Nations","55.348888889","-127.696111111","109","1981","39.1583333333333","222.647359126733"
"1036","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","1981","39.1583333333333","228.190145108373"
"1037","Millbrook","First Nations","45.331388889","-63.298333333","127","1981","37.8","226.34768271086"
"1038","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","1981","39.1583333333333","237.16205441145"
"1039","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","1981","39.1583333333333","223.387189548164"
"1040","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","1981","36.3166666666667","224.491832078664"
"1041","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","1981","39.1583333333333","221.204715338355"
"1042","Skowkale","First Nations","49.136944444","-121.941111111","225","1981","39.1583333333333","225.434469853376"
"1043","Upper Nicola","First Nations","50.143432617","-120.282897949","548","1981","39.1583333333333","226.8858593332"
"1044","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","1981","39.1583333333333","229.88499302012"
"1045","Sechelt","First Nations","49.477399319","-123.745054627","75","1981","39.1583333333333","223.416418085966"
"1046","High Bar","First Nations","51.113037109","-122.018066406","35","1981","39.1583333333333","227.985827429806"
"1047","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","1981","39.1583333333333","230.689273454097"
"1048","Attawapiskat","First Nations","52.92352","-82.423773","316","1981","38.7083333333333","220.085880141216"
"1049","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","1981","39.1583333333333","221.174359273685"
"1050","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","1981","42.2833333333333","231.270009061768"
"1051","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","1981","40.2","231.451395802946"
"1052","Homalco","First Nations","49.951938","-125.243754","390","1981","39.1583333333333","153.066157158265"
"1053","Tahltan","First Nations","57.909423828","-131.163574219","147","1981","39.1583333333333","158.604783587913"
"1054","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","1981","39.1583333333333","263.487970720925"
"1055","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","1981","39.1583333333333","144.969493325228"
"1056","Skatin Nations","First Nations","49.941944444","-122.408888889","359","1981","39.1583333333333","210.009306675627"
"1057","Glen Vowell","First Nations","55.308055556","-127.683055556","354","1981","39.1583333333333","174.060131509696"
"1058","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","1981","39.1583333333333","249.603967010502"
"1059","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","1981","42.2833333333333","182.604313612412"
"1060","Spuzzum","First Nations","49.661193848","-121.413879395","256","1981","39.1583333333333","226.04351625874"
"1061","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","1981","39.1583333333333","203.739733145449"
"1062","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","1981","31.0583333333333","155.922733332871"
"1063","Esk'etemc","First Nations","51.788635254","-122.229675293","546","1981","39.1583333333333","176.341727522542"
"1064","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","1981","39.1583333333333","145.241050170976"
"1065","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","1981","39.1583333333333","148.833768816468"
"1066","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","1981","31.0583333333333","213.603822629707"
"1067","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","1981","39.1583333333333","238.88249442462"
"1068","Burns Lake","First Nations","54.238155509","-125.768232123","68","1981","39.1583333333333","155.340988032859"
"1069","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","1981","36.3166666666667","163.802955360342"
"1070","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","1981","39.1583333333333","149.851097233786"
"1071","New Westminster","First Nations","49.212777778","-122.917222222","46","1981","39.1583333333333","237.629293705889"
"1072","Nain","Inuit","56.550322","-61.687865","1188","1982","50.0666666666667","251.079115093622"
"1073","Hopedale","Inuit","55.457954","-60.211485","556","1982","50.5833333333333","231.379855210544"
"1074","Rigolet","Inuit","54.179159","-58.429221","306","1982","50.5833333333333","244.513411858849"
"1075","Postville","Inuit","54.908564","-59.770497","206","1982","50.5833333333333","240.662221363303"
"1076","Makkovik","Inuit","55.09036","-59.176172","561","1982","50.5833333333333","237.612208346553"
"1077","Inukjuak","Inuit","58.455121","-78.105103","1597","1982","46.05","234.792923368949"
"1078","Ivujivik","Inuit","62.416667","-77.916667","370","1982","41.125","235.571908074764"
"1079","Aklavik","Inuit","68.220102","-134.998551","633","1982","35.9666666666667","230.499467825666"
"1080","Paulatuk","Inuit","69.348467","-124.07021","313","1982","35.9666666666667","232.025819492305"
"1081","Sachs Harbour","Inuit","71.985123","-125.246483","112","1982","35.9666666666667","229.934381184377"
"1082","Iqaluit","Inuit","63.746693","-68.516967","6699","1982","50.0666666666667","250.81292642654"
"1083","Arctic Bay","Inuit","73.037575","-85.148031","823","1982","35.9666666666667","234.54865887228"
"1084","Baker Lake","Inuit","64.317604","-96.022001","1872","1982","35.9666666666667","236.741073419381"
"1085","Cambridge Bay","Inuit","69.108056","-105.138333","1608","1982","35.9666666666667","228.914319997575"
"1086","Cape Dorset","Inuit","64.233304","-76.540568","1363","1982","41.125","232.683790053008"
"1087","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","1982","41.125","237.56614684625"
"1088","Clyde River","Inuit","70.483874","-68.519828","934","1982","50.5833333333333","229.474277431499"
"1089","Coral Harbour","Inuit","64.133739","-83.166893","834","1982","41.125","235.01706341314"
"1090","Grise Fiord","Inuit","76.395732","-82.79391","130","1982","35.9666666666667","233.174601015626"
"1091","Hall Beach","Inuit","68.772735","-81.235208","546","1982","41.125","243.988972716216"
"1092","Igloolik","Inuit","69.366849","-81.824419","1454","1982","41.125","230.214107852931"
"1093","Kimmirut","Inuit","62.847419","-69.869203","455","1982","50.0666666666667","231.31875038343"
"1094","Kugluktuk","Inuit","67.815001","-115.136162","1450","1982","35.9666666666667","228.031633643121"
"1095","Pangnirtung","Inuit","66.139533","-65.717481","1425","1982","50.5833333333333","232.261388158142"
"1096","Pond Inlet","Inuit","72.700114","-77.958181","1549","1982","35.9666666666667","233.712777637966"
"1097","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","1982","50.5833333333333","236.711911324886"
"1098","Rankin Inlet","Inuit","62.808913","-92.087741","2266","1982","41.125","230.243336390732"
"1099","Repulse Bay","Inuit","66.546565","-86.188196","945","1982","41.125","234.812745734572"
"1100","Sanikiluaq","Inuit","56.540775","-79.222418","812","1982","46.05","237.516191758863"
"1101","Whale Cove","Inuit","62.242523","-92.601676","407","1982","41.125","226.912798445983"
"1102","Bathurst Inlet","Inuit","66.838889","-108.048611","0","1982","35.9666666666667","228.001277578452"
"1103","Umingmaktuuq","Inuit","67.689851","-107.954525","5","1982","35.9666666666667","238.096927366534"
"1104","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","1982","53.475","238.278314107713"
"1105","Kangirsuk","Inuit","60.023415","-70.026235","549","1982","50.0666666666667","159.893075463031"
